,critic,actor,tau,theta
0,11.0973539352417,-0.013618843928561546,0.5,1.0
1,28.9772269153595,0.3632134874723852,0.5,1.0
2,30.96995183944702,1.941828576028347,0.5,1.0
3,31.22869508743286,6.431360313892364,0.5,1.0
4,28.285710086822508,12.859063229560853,0.5,1.0
5,26.790842962265014,19.03692668914795,0.5,1.0
6,25.320009546279906,25.300130939483644,0.5,1.0
7,26.803057222366334,32.041031703948974,0.5,1.0
8,29.707950677871704,39.39347159385681,0.5,1.0
9,33.59833179473877,47.556948852539065,0.5,1.0
10,39.596887531280515,57.586499977111814,0.5,1.0
11,43.52064553260803,69.40256160736084,0.5,1.0
12,59.510934915542606,83.33932777404785,0.5,1.0
13,65.52188718795776,98.66119297027588,0.5,1.0
14,80.69844356536865,115.84189723968505,0.5,1.0
15,109.10947483062745,133.51995151519776,0.5,1.0
16,132.77683168411255,152.28869903564453,0.5,1.0
17,151.41340881347656,171.46367713928223,0.5,1.0
18,160.1046587753296,190.2195952606201,0.5,1.0
19,202.35105207443237,208.84692703247072,0.5,1.0
20,195.74575166702272,227.13591522216797,0.5,1.0
21,237.3121068763733,244.638129196167,0.5,1.0
22,296.40012119293215,259.32094871520997,0.5,1.0
23,304.6952283477783,270.84661727905274,0.5,1.0
24,329.0745212364197,281.49191619873045,0.5,1.0
25,342.9966767501831,289.8903857421875,0.5,1.0
26,306.50166645050047,298.45170013427736,0.5,1.0
27,346.17172542572024,304.3731089782715,0.5,1.0
28,397.9167030334473,310.60673461914064,0.5,1.0
29,395.0700685119629,313.1320973205566,0.5,1.0
30,350.0192514801025,317.4944274902344,0.5,1.0
31,416.9192706298828,321.89846267700193,0.5,1.0
32,448.5435020828247,330.0347914123535,0.5,1.0
33,494.1560799026489,333.745319519043,0.5,1.0
34,524.0253796386719,333.2456474304199,0.5,1.0
35,482.6979351043701,329.9361227416992,0.5,1.0
36,426.71208751678466,326.9006245422363,0.5,1.0
37,444.60988555908204,325.69722793579103,0.5,1.0
38,477.26959524154665,324.2649185180664,0.5,1.0
39,446.55967113494876,322.18629806518555,0.5,1.0
40,431.1089598846436,322.9427032470703,0.5,1.0
41,420.91500759124756,321.4731365966797,0.5,1.0
42,369.436565246582,322.3657635498047,0.5,1.0
43,399.0048789215088,323.2793199157715,0.5,1.0
44,390.6340877532959,323.20580902099607,0.5,1.0
45,363.129436416626,323.0190896606445,0.5,1.0
46,418.5229946517944,324.29931213378904,0.5,1.0
47,371.8088913917542,324.26059967041016,0.5,1.0
48,370.5868420219421,325.53390716552735,0.5,1.0
49,364.60559715270995,328.213278503418,0.5,1.0
50,355.8087717819214,329.0367822265625,0.5,1.0
51,354.1450930118561,331.22265777587893,0.5,1.0
52,341.11828561782835,333.1653366088867,0.5,1.0
53,353.96402231216433,336.3012255859375,0.5,1.0
54,391.8152384185791,337.330001373291,0.5,1.0
55,321.4280753517151,339.8748355102539,0.5,1.0
56,343.1303811073303,343.6693516540527,0.5,1.0
57,398.16699396133424,345.86450653076173,0.5,1.0
58,328.2427686405182,346.68590667724607,0.5,1.0
59,408.0406229019165,346.88382934570313,0.5,1.0
60,407.65868896484375,344.79286499023436,0.5,1.0
61,357.6089390277863,344.48513092041014,0.5,1.0
62,408.15409474372865,346.06017501831053,0.5,1.0
63,393.6474642753601,346.32319610595704,0.5,1.0
64,379.2366992378235,346.53837158203123,0.5,1.0
65,353.0303993988037,346.55344818115236,0.5,1.0
66,349.4448921203613,347.26015365600585,0.5,1.0
67,385.91627659797666,345.5425364685059,0.5,1.0
68,366.38713876724245,345.50390701293946,0.5,1.0
69,356.7039266872406,346.26333282470705,0.5,1.0
70,390.9611294937134,348.32190536499024,0.5,1.0
71,390.09956771850585,345.9508253479004,0.5,1.0
72,373.9219540500641,346.5015286254883,0.5,1.0
73,358.5739713382721,348.76709487915036,0.5,1.0
74,348.3663545608521,350.000613861084,0.5,1.0
75,324.2649888801575,354.02878540039063,0.5,1.0
76,327.8792635154724,355.6532649230957,0.5,1.0
77,344.7193011426926,355.26024520874023,0.5,1.0
78,348.64747152328493,355.1060662841797,0.5,1.0
79,339.6184223985672,355.4761801147461,0.5,1.0
80,325.1871968650818,356.9760322570801,0.5,1.0
81,341.90385712623595,358.6827674865723,0.5,1.0
82,333.1644190883637,358.7611080932617,0.5,1.0
83,338.1647960472107,358.1902891540527,0.5,1.0
84,377.25080758571625,358.52599411010743,0.5,1.0
85,353.49621180534365,356.20442352294924,0.5,1.0
86,376.61209066867826,352.9859799194336,0.5,1.0
87,347.4307162809372,353.03089889526365,0.5,1.0
88,396.3872918128967,351.30033767700195,0.5,1.0
89,260.3074410533905,351.78901275634763,0.5,1.0
90,314.9346879577637,354.3265733337402,0.5,1.0
91,321.893395524025,354.1764555358887,0.5,1.0
92,314.3167218065262,357.0297462463379,0.5,1.0
93,285.46272967338564,359.47710388183594,0.5,1.0
94,387.4663189744949,360.8027021789551,0.5,1.0
95,301.49694832801816,360.5792742919922,0.5,1.0
96,313.0527343893051,361.91506118774413,0.5,1.0
97,399.59328619480135,361.53864227294923,0.5,1.0
98,315.9186225223541,358.55362518310545,0.5,1.0
99,328.3568389940262,361.1407080078125,0.5,1.0
100,344.68651775836946,362.37483764648437,0.5,1.0
101,319.33337372779846,362.98760803222655,0.5,1.0
102,314.7656858921051,363.9321711730957,0.5,1.0
103,380.63098078250886,362.25846771240236,0.5,1.0
104,364.77117638111116,361.21398849487304,0.5,1.0
105,336.06087433815003,359.4744891357422,0.5,1.0
106,335.6685420751572,360.1752471923828,0.5,1.0
107,421.57349967956543,358.8902507019043,0.5,1.0
108,370.8136547613144,354.75416870117186,0.5,1.0
109,363.99385065078735,353.083641204834,0.5,1.0
110,335.43655194759367,352.2784696960449,0.5,1.0
111,359.8924879646301,353.72217056274417,0.5,1.0
112,319.0220352125168,353.26814910888675,0.5,1.0
113,400.1511368322372,353.09605194091796,0.5,1.0
114,314.65745274543764,351.2289184570312,0.5,1.0
115,319.5903275299072,352.26353912353517,0.5,1.0
116,312.76209228515626,354.0597848510742,0.5,1.0
117,368.75375632286074,353.37706649780273,0.5,1.0
118,340.42742674827576,354.38837417602537,0.5,1.0
119,331.80438707828523,354.0960079956055,0.5,1.0
120,345.2857991027832,353.3367289733887,0.5,1.0
121,336.5995310354233,353.9853810119629,0.5,1.0
122,332.6983267974854,353.26220443725583,0.5,1.0
123,337.9580004692078,353.69371826171874,0.5,1.0
124,351.01842062950135,352.84847229003907,0.5,1.0
125,323.79569511413575,353.56292739868167,0.5,1.0
126,350.54636331558225,354.5484346008301,0.5,1.0
127,352.35552124977113,353.5056941223145,0.5,1.0
128,340.2684809303284,354.54454574584963,0.5,1.0
129,373.2329081630707,352.8230790710449,0.5,1.0
130,367.1789075756073,352.5753231811523,0.5,1.0
131,350.65453917503356,350.7102307128906,0.5,1.0
132,305.17001777648926,353.04796859741214,0.5,1.0
133,346.9682594203949,355.1231526184082,0.5,1.0
134,358.26101221084593,354.7033866882324,0.5,1.0
135,341.6080241394043,354.4342367553711,0.5,1.0
136,340.660395488739,353.708497467041,0.5,1.0
137,316.9176083946228,357.20430618286133,0.5,1.0
138,388.32517486572266,357.0162414550781,0.5,1.0
139,371.361130399704,356.460079498291,0.5,1.0
140,376.3246219921112,356.3971934509277,0.5,1.0
141,343.3442704963684,358.08674774169924,0.5,1.0
142,350.74889572143553,358.6044499206543,0.5,1.0
143,405.61533205986024,358.9280401611328,0.5,1.0
144,359.9881816101074,356.70264617919923,0.5,1.0
145,334.7099032211304,358.6224317932129,0.5,1.0
146,366.0143386077881,361.2399642944336,0.5,1.0
147,345.44641715049744,360.46948883056643,0.5,1.0
148,369.11398594856263,361.83825531005857,0.5,1.0
149,354.5598521709442,361.83875915527346,0.5,1.0
150,388.76397032260894,359.94833084106443,0.5,1.0
151,323.4023330783844,362.22533462524416,0.5,1.0
152,340.27340963363645,364.7099621582031,0.5,1.0
153,390.244036359787,363.3287271118164,0.5,1.0
154,319.23415568828585,364.522666015625,0.5,1.0
155,354.29828963756563,366.8261781311035,0.5,1.0
156,337.08170322418215,367.08135803222655,0.5,1.0
157,352.5273303604126,364.7186631774902,0.5,1.0
158,355.46994318962095,364.94705917358397,0.5,1.0
159,312.6088412189484,365.9196389770508,0.5,1.0
160,355.3032138156891,365.0439813232422,0.5,1.0
161,339.49003413200376,363.4513055419922,0.5,1.0
162,386.4040069103241,361.90604263305664,0.5,1.0
163,329.3376180744171,358.6871563720703,0.5,1.0
164,382.2505902385712,357.2831806945801,0.5,1.0
165,276.51725558280947,357.447389831543,0.5,1.0
166,324.718693447113,359.8532189941406,0.5,1.0
167,328.52183143615724,360.41809982299804,0.5,1.0
168,363.98611862659453,360.86782150268556,0.5,1.0
169,353.8209236097336,360.2802375793457,0.5,1.0
170,322.75981420993804,361.2197721862793,0.5,1.0
171,339.1024493217468,361.2956187438965,0.5,1.0
172,318.0637197208405,364.88070449829104,0.5,1.0
173,376.09511937141417,364.5763009643555,0.5,1.0
174,376.5586804676056,363.54381118774415,0.5,1.0
175,385.0732709312439,361.7103192138672,0.5,1.0
176,375.9337549209595,360.73182220458983,0.5,1.0
177,315.93908577919007,360.9733158874512,0.5,1.0
178,395.2030778026581,361.1925718688965,0.5,1.0
179,366.2606856250763,360.4477178955078,0.5,1.0
180,337.9008766078949,360.18529388427737,0.5,1.0
181,334.98562997817993,363.2206150817871,0.5,1.0
182,343.13900819778445,364.27964096069337,0.5,1.0
183,327.5767356967926,365.0935200500488,0.5,1.0
184,379.75366050720214,363.94272842407224,0.5,1.0
185,347.6305353355408,363.19094955444336,0.5,1.0
186,351.0109154701233,362.77440414428713,0.5,1.0
187,329.54393080711367,362.571775970459,0.5,1.0
188,358.91959497451785,362.34485763549804,0.5,1.0
189,364.22269393920897,359.36527557373046,0.5,1.0
190,357.3701827716827,357.1428680419922,0.5,1.0
191,365.9331509780884,355.29996398925783,0.5,1.0
192,342.2484064102173,353.45056076049804,0.5,1.0
193,365.72945425987245,350.2929316711426,0.5,1.0
194,355.91084557533264,348.52153305053713,0.5,1.0
195,331.9330964756012,345.55999221801756,0.5,1.0
196,368.81733540534975,346.16451797485354,0.5,1.0
197,363.00209950447083,344.83511978149414,0.5,1.0
198,298.4635123538971,343.7024285888672,0.5,1.0
199,312.0348871898651,344.1325309753418,0.5,1.0
200,309.9484122848511,344.6793957519531,0.5,1.0
201,356.9771730041504,344.96165466308594,0.5,1.0
202,313.02227818489075,343.07176208496094,0.5,1.0
203,316.3804577064514,343.2575715637207,0.5,1.0
204,345.81310874938964,341.4350744628906,0.5,1.0
205,284.0164754295349,342.4797686767578,0.5,1.0
206,316.20298579216,343.8021237182617,0.5,1.0
207,363.23690198898316,340.6390934753418,0.5,1.0
208,348.9655857658386,336.291392364502,0.5,1.0
209,277.79482193946836,336.155661315918,0.5,1.0
210,293.1615998840332,337.1314846801758,0.5,1.0
211,299.3856482887268,339.13303009033206,0.5,1.0
212,316.9505433177948,338.4770458984375,0.5,1.0
213,333.64563312530515,336.4247216796875,0.5,1.0
214,348.0188808822632,334.06487213134767,0.5,1.0
215,319.09937817573547,331.12046936035154,0.5,1.0
216,329.3940129470825,330.8972804260254,0.5,1.0
217,295.0398057079315,329.76595092773437,0.5,1.0
218,294.60298600196836,329.30397155761716,0.5,1.0
219,304.58905305862424,331.89870559692383,0.5,1.0
220,336.9671305656433,327.3409260559082,0.5,1.0
221,267.60287940979003,327.12563613891604,0.5,1.0
