,critic,actor,cum_rewards
55,58.801771850585936,0.0,-389.08403353309416
56,51.64260715007782,0.0,-492.47917415471346
57,52.83674374580383,0.0,-392.71085004645624
58,55.22608961105347,0.0,-514.1946810693264
59,51.80833309173584,0.0,-407.0484991133178
60,51.79532877445221,0.0,-429.41463667562573
61,53.71546518802643,0.0,-392.56425156158014
62,50.41132133483887,0.0,-509.82133957076763
63,58.83310257434845,0.0,-614.1756242994383
64,53.77080319881439,0.0,-448.487937868848
65,54.76750392436981,0.0,-386.6451560190684
66,51.18327679634094,0.0,-265.23528649253683
67,54.5709459400177,0.0,-262.65925750922827
68,59.92234699249268,0.0,-499.76198521462277
69,49.64963216304779,0.0,-380.52921872274766
70,56.805723261833194,0.0,-388.11557884293336
71,43.089712224006654,0.0,-260.9768044890204
72,46.869221043586734,0.0,-410.7465973353129
73,57.92777365684509,0.0,-391.331251474244
74,52.603594431877134,0.0,-479.2476053319467
75,52.41899934530258,0.0,-612.322823666069
76,53.64424247264862,0.0,-368.30031242463235
77,58.29225091934204,0.0,-269.6099686766478
78,52.86564988136291,0.0,-609.2779510822434
79,51.93615430831909,0.0,-494.91364530122223
80,61.67129219532013,0.0,-486.74748074316767
81,45.975879662036895,0.0,-493.279251203955
82,53.045717489719394,0.0,-615.6202785349517
83,47.026223773956296,0.0,-391.60602418055566
84,49.54594415903092,0.0,-626.1812068111325
85,51.88339815139771,0.0,-632.3243243602158
86,49.37318886756897,0.0,-258.78573049943924
87,48.63066256999969,0.0,-265.3295333688526
88,50.948281955719,0.0,-268.277090058555
89,52.95087971687317,0.0,-500.28888281779984
90,49.20465945720672,0.0,-260.37091473697376
91,54.77558737039566,0.0,-611.3342358102825
92,50.58837285280228,0.0,-390.60021759707297
93,52.45909710884094,0.0,-563.4879000898064
94,50.94373767614365,0.0,-426.3805153056303
95,50.17005841255188,0.0,-272.12739629957576
96,52.636863186359406,0.0,-506.1147581449654
97,51.974237141609194,0.0,-508.7675453931724
98,52.882710013389584,0.0,-607.0483303161229
99,51.17751239061356,0.0,-521.7761756002609
100,48.08509486198425,0.0,-388.379157532054
101,54.995386765003204,0.0,-389.14946750912264
102,46.38052634477615,0.0,-395.9496324503301
103,52.28553146123886,0.0,-320.0997186421593
104,52.012830610275266,0.0,-490.9631902684748
105,56.02045618295669,0.0,-498.7691827339743
106,50.37644696712494,0.0,-268.37051304712224
107,49.991400554180146,0.0,-505.27049290996837
108,42.48096193313599,0.0,-619.6558479783389
109,50.4461641740799,0.0,-324.89390400812675
110,49.92904482603073,0.0,-632.3079214019499
111,46.293025362491605,0.0,-374.0573259287693
112,49.59507990121841,0.0,-604.053112454967
113,48.54275497198105,0.0,-613.6683374039794
114,54.04987616300583,0.0,-483.4551834277275
115,45.30850004911423,0.0,-392.20846447083176
116,51.13922004938126,0.0,-618.2534113339348
117,49.96684741258621,0.0,-513.4760735207508
118,46.030924108028415,0.0,-378.5039710423844
119,50.377339041233064,0.0,-380.85702932319396
120,46.16263780355453,0.0,-522.6575287145658
121,44.85622634887695,0.0,-617.9019000537457
122,50.841885924339294,0.0,-405.63448257467945
123,49.4735257768631,0.0,-512.3004885197489
124,52.36694542169571,0.0,-393.7132327973842
125,48.07239230632782,0.0,-438.86966990520835
126,58.3232494020462,0.0,-508.92018976236585
127,51.0180914735794,0.0,-265.97347284959017
128,45.59740731477737,0.0,-263.02807676577044
129,53.908166522979734,0.0,-399.69950635415455
130,48.81261996507644,0.0,-361.8728368544073
131,46.43830642223358,0.0,-498.754634812361
132,44.34378428697586,0.0,-465.13829276922206
133,44.080154643058776,0.0,-507.26434224010154
134,52.25194226980209,0.0,-138.42257302196867
135,43.341371281147005,0.0,-394.05201243171587
136,51.95575483083725,0.0,-494.39346879850757
137,47.66645928621292,0.0,-264.6615022290299
138,50.98734166145325,0.0,-621.7143752481813
139,49.59035121440888,0.0,-399.9440134493532
140,44.33665478229523,0.0,-398.01146016995625
141,44.81834837198257,0.0,-264.0032884440508
142,40.97717638015747,0.0,-573.7841913018676
143,46.68642841100693,0.0,-301.1877920274478
144,52.50765750646591,0.0,-507.89542971013225
145,41.91880281686783,0.0,-267.17477628779125
146,47.64035308122635,0.0,-520.6621297391664
147,47.047050747871396,0.0,-566.6234884294554
148,41.42754090547562,0.0,-406.31729660767866
149,41.807029228210446,0.0,-392.5555325692203
150,47.691070353984834,0.0,-498.1212966171145
151,46.89584548711777,0.0,-505.86487251009976
152,42.31775370359421,0.0,-694.0061101325796
153,46.910973019599915,0.0,-506.92907526864815
154,43.5579250574112,0.0,-297.4744891765765
155,53.29240634918213,0.0,-383.41277777955816
156,40.15463352203369,0.0,-506.8808475484508
157,48.80383945465088,0.0,-499.10199805407916
158,50.51126484394074,0.0,-268.3309987151081
159,43.21427750349045,0.0,-379.610756164319
160,44.8696225476265,0.0,-390.71948708672767
161,44.09742229700088,0.0,-264.1562929455205
162,45.2309107196331,0.0,-504.3724164994941
163,46.36507548093796,0.0,-504.93553856815095
164,45.218054292202,0.0,-511.4457423615074
165,45.14252803325653,0.0,-389.4237904600435
166,44.10422399044037,0.0,-482.8566723453763
167,47.1008957529068,0.0,-389.4312231089791
168,41.02049025774002,0.0,-275.7697133885036
169,37.022757587432864,0.0,-598.897923777316
170,44.891911906003955,0.0,-380.22115467573246
171,45.77265780687332,0.0,-384.6228930271925
172,40.07938275814056,0.0,-507.8046751151785
173,47.190464473962784,0.0,-386.8024285989846
174,41.14217794179916,0.0,-505.5736396515699
175,46.59283663392067,0.0,-264.3525286476546
176,42.175417647361755,0.0,-261.657971717868
177,39.97014617919922,0.0,-607.1113886574761
178,32.65172934293747,0.0,-506.28014429893335
179,42.290906690359115,0.0,-501.34498231279986
180,42.728876329660416,0.0,-494.6968226734733
181,42.72593572616577,0.0,-386.8384567206913
182,47.811843807697294,0.0,-392.0207219220148
183,39.59184289097786,0.0,-585.4715336056521
184,43.605381404161456,0.0,-525.7627202217458
185,44.813942680358885,0.0,-394.5179415826657
186,43.79476666212082,0.0,-617.8051851482943
187,40.99433534145355,0.0,-268.34965737474624
188,40.87435268640518,0.0,-378.7113562096256
189,39.61965111136436,0.0,-381.8762204969373
190,43.06081632137298,0.0,-263.9891625617614
191,42.1537232375145,0.0,-610.1509805494443
192,41.69750558972359,0.0,-392.67629001189414
193,36.18087491035462,0.0,-620.8409343841261
194,33.423961234092715,0.0,-531.4414943162466
195,46.015749514102936,0.0,-507.26351672135684
196,38.73879922866821,0.0,-618.7296101696152
197,45.29759789705277,0.0,-547.4251610424968
198,41.60929568171501,0.0,-392.2236696576674
199,34.98130760669708,0.0,-523.0668822442585
200,37.44991401672363,0.0,-387.711103845759
201,39.89605484843254,0.0,-393.92543656934004
202,35.98253017187118,0.0,-395.08638537303864
203,31.864466911554338,0.0,-305.1402772709673
204,34.60152081727981,0.0,-496.33466010430936
205,39.79957569003105,0.0,-304.62087487380353
206,44.25346333861351,0.0,-269.221468019445
207,39.84138755083084,0.0,-389.2430944283358
208,37.40694257974624,0.0,-283.58274686480775
209,34.49366648554802,0.0,-506.5127536004862
210,38.482693700790406,0.0,-638.6510784890792
211,39.15288100957871,0.0,-510.0101776025752
212,39.244381625652316,0.0,-583.3856442792746
213,41.75131083726883,0.0,-393.3825010967398
214,32.83145422458649,0.0,-489.8011789104486
215,40.770621918439865,0.0,-513.240143929265
216,42.24411976218224,0.0,-262.78725971396705
217,30.6614070558548,0.0,-520.9978908978637
218,43.73353114366532,0.0,-382.0082822413916
219,46.90009116172791,0.0,-384.19161494877807
220,37.82654981613159,0.0,-494.291922742074
221,43.07576574921608,0.0,-261.8708394327706
222,38.935954533815384,0.0,-393.24859022945617
223,39.62297488451004,0.0,-509.6433824716106
224,39.547829602956774,0.0,-524.2563852271139
225,37.853324608802794,0.0,-393.10718390771956
226,43.97244562983513,0.0,-544.9158980920834
227,32.46539509296417,0.0,-423.2964744996537
228,46.37692622900009,0.0,-378.33839610799316
229,39.68346088886261,0.0,-388.08447409587166
230,38.316667851209644,0.0,-506.24512478466886
231,39.02712787866592,0.0,-608.5864137608412
232,41.38921614170074,0.0,-615.5892264990821
233,46.964830915927884,0.0,-391.19167472189486
234,38.98938380241394,0.0,-501.1657845700703
235,43.551551716327666,0.0,-509.7443511422525
236,40.72867357492447,0.0,-373.9240634507006
237,42.5030456662178,0.0,-507.5639533897338
238,38.64942747831345,0.0,-148.78699270625472
239,37.96941984176636,0.0,-379.8212677295334
240,40.46065672159195,0.0,-506.4741271213276
241,41.10140566945076,0.0,-491.6973160389242
242,43.61689955711365,0.0,-395.1549526114491
243,43.81734312415123,0.0,-499.6622400028466
244,34.92714787721634,0.0,-388.7126192061311
245,40.24454835414886,0.0,-308.82801385544474
246,34.474881751537325,0.0,-507.40299643576725
247,42.269362053871156,0.0,-492.5347591789697
248,39.18157032489776,0.0,-390.6396548289663
249,40.65580998420715,0.0,-527.3738771431047
250,44.084709956645966,0.0,-516.1025517086517
251,36.50067468762398,0.0,-401.2592428082056
252,44.231076282262805,0.0,-263.02338373040686
253,44.873946120738985,0.0,-389.6114731295183
254,43.05581673979759,0.0,-608.3085388437005
255,39.32363069176674,0.0,-498.615244365248
256,39.484441533088685,0.0,-394.3652926261575
257,34.62561192750931,0.0,-389.70425095594237
258,33.78504305958748,0.0,-506.98355207625764
259,37.985646060705186,0.0,-610.9589527473513
260,36.959856170415875,0.0,-511.2406133744089
261,33.019245990514754,0.0,-508.58230272151263
262,37.14904410123825,0.0,-384.72091094566963
263,34.20012634754181,0.0,-262.2063039647778
264,37.86882075548172,0.0,-521.623739490865
265,39.62765001177788,0.0,-487.1663939865438
266,32.71508931517601,0.0,-398.6472568342202
267,38.23076859116554,0.0,-587.9160863249117
268,35.11683567047119,0.0,-514.0789255721927
269,39.66413972377777,0.0,-611.7075264949287
270,35.06558564186096,0.0,-389.196680495397
271,36.246849585771564,0.0,-549.6895923740747
272,30.778243398666383,0.0,-134.3772099216669
273,36.30157272696495,0.0,-384.29926613833516
274,31.877977088689804,0.0,-489.60190974332363
275,33.28661074399948,0.0,-494.40638512218817
276,42.73350638151169,0.0,-262.2837119854754
277,36.34455060601235,0.0,-594.1363701045134
278,38.862853310108186,0.0,-742.5698712282488
279,34.98001543283463,0.0,-502.2625051115257
280,33.93651300191879,0.0,-507.0626261604669
281,33.45401466846466,0.0,-261.2437386935021
282,38.87798033475876,0.0,-603.4326881088647
283,41.70491556763649,0.0,-502.8920470650356
284,35.46505990028381,0.0,-501.77103746033487
285,32.904348168373104,0.0,-507.9946223859548
286,34.598775627613065,0.0,-261.19313710746803
287,33.687463455200195,0.0,-617.4442771049282
288,36.72770864248276,0.0,-193.70082810235405
289,34.2439965069294,0.0,-263.2351996331109
290,33.70102793216705,0.0,-522.5216886850117
291,37.57845873951912,0.0,-393.24624215650846
292,31.286931797266007,0.0,-392.8297387708382
293,31.08403013467789,0.0,-491.4047168239176
294,33.911566046476366,0.0,-476.03239380517425
295,33.206856504678726,0.0,-502.79413598276915
296,40.52954427957535,0.0,-263.4796525232999
297,42.20529022336006,0.0,-369.25362378389474
298,35.72496523141861,0.0,-388.04352937657876
299,31.75710432767868,0.0,-392.8764104423186
300,36.577604148387906,0.0,-385.3762285366909
301,37.26389682769776,0.0,-490.5833565552616
302,33.24653941750526,0.0,-386.4780626867238
303,35.33628420829773,0.0,-264.2869148623854
304,32.16671322584152,0.0,-504.55607086646074
305,29.723857444524764,0.0,-493.4210933934762
306,30.6559774851799,0.0,-507.8529843874459
307,34.72421284675598,0.0,-266.0738944791923
308,27.901115223169327,0.0,-262.9910320235999
309,31.254403134584425,0.0,-492.92798966115174
310,33.040046862363816,0.0,-500.9446769222498
311,33.62534144163132,0.0,-494.80177398462223
312,33.84614719986916,0.0,-501.23681604002206
313,35.11215966701508,0.0,-391.45308145494994
314,33.72771019935608,0.0,-377.87936513815976
315,31.078769558668135,0.0,-389.12815725206656
316,39.56863531708717,0.0,-604.0680936093222
317,35.27273986339569,0.0,-489.75018225447127
318,32.931763602495195,0.0,-509.3218259057367
319,33.03940470576286,0.0,-386.25579522025873
320,40.40526735305786,0.0,-512.1534648296073
321,32.33731891155243,0.0,-491.8003448396722
322,31.745487648248673,0.0,-395.4726029259417
323,33.69102259993553,0.0,-382.862112816717
324,38.643438851833345,0.0,-391.32657828430206
325,32.645950512886046,0.0,-382.06365758444895
326,38.864307076931,0.0,-385.28111373285265
327,33.41762284636498,0.0,-483.7386092121832
328,28.099244909286497,0.0,-518.7633225294267
329,33.92845864057541,0.0,-321.2674530580098
330,27.23094310045242,0.0,-391.4553449934454
331,36.175660407543184,0.0,-505.18866912609616
332,28.761154170036317,0.0,-313.61432445792116
333,34.85973925113678,0.0,-377.24571727799884
334,36.77731599926948,0.0,-493.1892222760523
335,29.73046788930893,0.0,-263.63713872310905
336,35.37032734751701,0.0,-515.2012447740115
337,36.01345546722412,0.0,-515.2108514115795
338,33.651195089817044,0.0,-379.21206451437854
339,36.00866942286491,0.0,-262.5076366524471
340,32.15135263204574,0.0,-390.67480327994997
341,25.621424744129182,0.0,-263.1272411547769
342,30.92881514430046,0.0,-390.04095996314686
343,32.877442597150804,0.0,-381.1013413933497
344,37.01746283531189,0.0,-387.7575456790603
345,36.70026927947998,0.0,-382.3497873508742
346,33.078528463840485,0.0,-384.4785000926374
347,36.14703629732132,0.0,-620.0805781408754
348,32.19029612541199,0.0,-406.9250662274617
349,31.709662827253343,0.0,-500.65832489082084
350,40.671534863710406,0.0,-616.1231062988567
351,32.57078759431839,0.0,-392.8996314097888
352,34.244607241153716,0.0,-586.9518203274077
353,35.76075261235237,0.0,-395.30294670139864
354,34.0003582406044,0.0,-492.413208878947
355,37.6750845682621,0.0,-263.1917642359326
356,38.50543500900269,0.0,-390.4842405516897
357,35.779536629915235,0.0,-376.00546908262896
358,34.486046013832095,0.0,-571.2349229582454
359,36.332536540031434,0.0,-630.5503642468017
360,41.79349342465401,0.0,-400.38871255230066
361,38.27926770448685,0.0,-392.8799642244868
362,30.55282126545906,0.0,-417.6643132380783
363,42.37562768936157,0.0,-264.1113189357002
364,35.94024156570435,0.0,-389.41096497987155
365,38.91413959264755,0.0,-376.82750537244317
366,40.22964961051941,0.0,-498.3206156757883
367,32.74587968230247,0.0,-498.51680878646744
368,40.94027040839195,0.0,-556.7144747894899
369,37.77134389996529,0.0,-505.0893264951409
370,36.32663972616196,0.0,-614.7910219509915
371,39.52783557295799,0.0,-514.1110539550846
372,34.5868669128418,0.0,-263.62418548010646
373,35.05248147726059,0.0,-609.9656042074748
374,34.57931089758873,0.0,-536.4836823033127
375,34.4510403907299,0.0,-499.257732607673
376,31.29171739578247,0.0,-619.6407629463886
377,41.49025317430496,0.0,-389.39771909951867
378,36.50595700263977,0.0,-607.5506271040169
379,27.725010211467744,0.0,-378.1766460594076
380,36.28436224341392,0.0,-551.1205577040243
381,31.111773599386215,0.0,-499.31106909797404
382,36.891434390544894,0.0,-371.43374636622343
383,35.96328092932701,0.0,-484.27915593292414
384,35.02794056653976,0.0,-491.90434728538884
385,36.53989681839943,0.0,-263.723935367298
386,38.801082556247714,0.0,-607.8265544416034
387,35.90059583306313,0.0,-391.128389054611
388,38.942652463912964,0.0,-371.1933884291777
389,39.387128572463986,0.0,-507.7871090030984
390,29.276127613782883,0.0,-383.80039025151035
391,38.882048206329344,0.0,-619.0557189805319
392,44.492097374200824,0.0,-388.6270143048086
393,34.85433154463768,0.0,-487.91315621532215
394,32.68841943025589,0.0,-471.8498984178549
395,35.45040993332863,0.0,-590.2588869648575
396,32.722433931827545,0.0,-492.1241367945266
397,37.192291424274444,0.0,-529.8541330376372
398,30.71601217865944,0.0,-392.00466395732036
399,37.55988477945328,0.0,-383.8936861034732
400,31.13417589902878,0.0,-547.7255242031341
401,31.99104971408844,0.0,-376.7542328928995
402,34.599932055473325,0.0,-393.33716277655117
403,35.38095375776291,0.0,-392.2167204916234
404,38.562964931726455,0.0,-577.4949596971819
405,36.63972750067711,0.0,-384.9812440115413
406,40.0833989405632,0.0,-388.59396950117
407,32.490710624456405,0.0,-391.34740760156944
408,35.03286799788475,0.0,-508.8328486177012
409,39.76509566068649,0.0,-554.619830697975
410,38.09922511816025,0.0,-390.4482028847782
411,35.04755887389183,0.0,-512.7936941532874
412,35.08857716798782,0.0,-524.8718578759369
413,34.3814143884182,0.0,-514.544985480791
414,34.26491120815277,0.0,-263.2664197733993
415,34.64942407250405,0.0,-614.303362076758
416,33.493336563110354,0.0,-507.7042730208818
417,34.09659119486809,0.0,-498.1718966365693
418,29.247539970874787,0.0,-617.3728242119502
419,30.22461912512779,0.0,-281.57013558146934
420,36.57331836819649,0.0,-378.1322236595114
421,28.925020183324815,0.0,-518.1618354191435
422,38.19380754470825,0.0,-389.89422774037644
423,36.26609189391136,0.0,-391.6666623877159
424,29.45677717089653,0.0,-263.5782082322861
425,33.06780975222588,0.0,-264.0437390765395
426,32.75123813867569,0.0,-499.51453735404283
427,32.28927232027054,0.0,-261.0606547078902
428,32.18226001501083,0.0,-394.6684280450206
429,30.582322436571122,0.0,-614.3940796008794
430,35.118749629259106,0.0,-407.56114101798164
431,36.35308687925339,0.0,-494.04617393268296
432,37.768070672750476,0.0,-390.6311553063402
433,37.090562191009525,0.0,-409.2103800594655
434,29.547897263765336,0.0,-267.72605143557763
435,37.98671299695969,0.0,-405.53390445176603
436,30.120914613008498,0.0,-389.55155460971594
437,29.374395455121995,0.0,-385.09265062187427
438,33.852290741205216,0.0,-285.0235239259189
439,32.59464178919792,0.0,-437.96331437297346
440,38.15103214263916,0.0,-384.87036551097106
441,32.05456926465035,0.0,-509.77734774916206
442,36.495224344730374,0.0,-387.25186831214825
443,29.694235882759095,0.0,-613.6631101723024
444,28.379972207546235,0.0,-393.0289349853366
445,31.861760127544404,0.0,-387.0928054337512
446,35.74481442213059,0.0,-391.2021634032048
447,31.541545819044114,0.0,-530.066372068652
448,40.03750598669052,0.0,-261.5510245152345
449,33.48955996274948,0.0,-503.4891559281478
450,32.94966152191162,0.0,-496.488769109552
451,26.67379784822464,0.0,-620.7043020925321
452,35.0182815861702,0.0,-327.56691622229965
453,31.518133300542832,0.0,-382.9229887710427
454,27.369737251996995,0.0,-498.9149530390438
455,34.439001288414005,0.0,-492.30065710889966
456,34.58796874880791,0.0,-493.74703111750983
457,35.0055875480175,0.0,-618.0510339869445
458,28.23443107843399,0.0,-619.1376050990548
459,32.63980353593826,0.0,-499.17596956280755
460,33.0429742360115,0.0,-391.84823132921656
461,33.92121579647064,0.0,-599.1211996782556
462,34.02292721033096,0.0,-263.0996486466844
463,27.38173463881016,0.0,-492.1966448334538
464,26.71941027879715,0.0,-382.5764320256094
465,29.518272241353987,0.0,-259.62901027594114
466,34.07409216046333,0.0,-578.9493100399316
467,35.99314678907395,0.0,-389.7249520378042
468,33.82531244635582,0.0,-510.23377541899447
469,31.753773202896117,0.0,-522.2313449170906
470,28.36984032154083,0.0,-490.07266588513255
471,32.397824326753614,0.0,-500.6870671386444
472,36.32444714307785,0.0,-505.28103591768183
473,33.49081660866737,0.0,-261.6264730699477
474,34.80829688549042,0.0,-608.7939887269222
475,29.542196651697157,0.0,-503.88011873558685
476,33.51683210849762,0.0,-389.42301684912576
477,31.96087368488312,0.0,-389.3548081853532
478,31.153950555324556,0.0,-472.07280914366487
479,30.810989468097688,0.0,-388.5145601866013
480,29.787799121141433,0.0,-606.3655186161753
481,34.12600782871246,0.0,-408.26359710685983
482,34.50526863217354,0.0,-261.6115533819845
483,31.84521527647972,0.0,-493.0544916402513
484,32.12381737232208,0.0,-265.71492592063294
485,29.249485944509505,0.0,-489.7535619002841
486,30.07497019767761,0.0,-265.3501544294298
487,32.94892788410187,0.0,-496.1873924662415
488,32.933177754879,0.0,-405.50609159480985
489,33.2566861975193,0.0,-537.9827454491892
490,32.44440665602684,0.0,-501.47315670836576
491,32.316172218322755,0.0,-360.9472695245137
492,30.33542119204998,0.0,-545.2161699517834
493,30.33824079632759,0.0,-489.5444837566169
494,32.26201871752739,0.0,-390.12230429568774
495,32.91536338925361,0.0,-527.9903976608133
496,30.495311660766603,0.0,-390.280972895825
497,32.61243230462074,0.0,-485.14896338025346
498,35.12038283526898,0.0,-265.65683422404567
499,32.27064553499222,0.0,-393.6303376172551
500,30.154606764316558,0.0,-624.2356069172027
501,42.2045300245285,0.0,-259.69143633201884
502,32.92235511183739,0.0,-509.2808133643026
503,30.211992137432098,0.0,-385.4327011750674
504,32.430847043991086,0.0,-623.9801133216508
505,35.22654204368591,0.0,-393.7420128287921
506,35.1786317384243,0.0,-388.88306051480174
507,36.03155846118927,0.0,-522.8422919846668
508,34.74635711312294,0.0,-526.2942200524419
509,29.501409657001496,0.0,-381.69695655159114
510,36.8363324201107,0.0,-625.468529643312
511,30.473848612904547,0.0,-500.81535839292644
512,31.87681109547615,0.0,-263.1679979609127
513,34.01023603439331,0.0,-263.42322960390857
514,29.883524410128594,0.0,-587.9652251547373
515,34.34137102127075,0.0,-268.2561024675641
516,29.94246260881424,0.0,-430.28779479645976
517,34.07837882041931,0.0,-402.9631455847906
518,34.74991472601891,0.0,-389.30770883810516
519,30.432442008256913,0.0,-480.20420085935586
520,32.26656028270722,0.0,-516.6503974950341
521,32.460287355184555,0.0,-388.1497509679831
522,34.35940080523491,0.0,-514.6142679961097
523,30.808862962722777,0.0,-504.8249428612291
524,28.191555038690566,0.0,-255.0547340471363
525,34.49349161624909,0.0,-560.9849154315345
526,27.596507833003997,0.0,-574.7753568353658
527,34.413225808143615,0.0,-392.5361981503873
528,31.653798171281814,0.0,-616.4689908301951
529,30.218436011075973,0.0,-605.8827582290719
530,34.54151954770088,0.0,-422.1652487515686
531,34.075845116376875,0.0,-499.9699164225143
532,31.519452563524247,0.0,-504.19567310606556
533,32.13518033981323,0.0,-384.8825098227427
534,33.89854663133621,0.0,-490.57414877703695
535,35.47402064561844,0.0,-488.2434876323906
536,28.92656788945198,0.0,-508.7548929989053
537,32.34421439170838,0.0,-607.155631033592
538,29.401975014209746,0.0,-517.0179323289316
539,35.74488838672638,0.0,-517.930529009062
540,29.393758746385576,0.0,-506.7154448328064
541,31.92764928817749,0.0,-265.75845395002267
542,29.326176965236662,0.0,-349.459227240097
543,31.497639842033387,0.0,-394.2509535894668
544,26.11002629995346,0.0,-264.45168669125775
545,30.38777973651886,0.0,-379.9943574311061
546,32.450247021913526,0.0,-522.6812177535111
547,27.4026919400692,0.0,-483.7383186437792
548,31.766273362636568,0.0,-499.1813053642528
549,30.346968055963515,0.0,-512.0487975784431
550,33.25411258935928,0.0,-492.5337630680159
551,31.375520635843277,0.0,-390.23665508787695
552,35.612563418149946,0.0,-622.3085301196875
553,31.241767747402193,0.0,-595.1810625682403
554,31.354313678741455,0.0,-502.8131455656061
555,37.77565560936928,0.0,-396.1638700641088
556,33.30617545008659,0.0,-384.2401194515455
557,33.54052020311356,0.0,-505.2076706664562
558,33.75168391108513,0.0,-639.6616382653626
559,35.67827769041062,0.0,-611.962039553201
560,32.851591987609865,0.0,-381.93518177031444
561,36.412043523788455,0.0,-508.0517478962947
562,30.40379620552063,0.0,-388.83983563781703
563,32.077247251272205,0.0,-469.6496956663003
564,40.002476681470874,0.0,-507.4819117190178
565,30.483857930898665,0.0,-264.42726179422095
566,32.066569217443465,0.0,-492.7363192062776
567,31.737541573047636,0.0,-283.30481814536506
568,33.02591132164002,0.0,-509.96439416995617
569,32.528121466636655,0.0,-498.40129051068186
570,33.674404774904254,0.0,-598.0939049747395
571,35.1035481441021,0.0,-392.2788362403918
572,35.303153861761096,0.0,-387.120252160336
573,34.91274332880974,0.0,-412.798691195733
574,35.56687983036041,0.0,-609.8230493140865
575,33.814644845724104,0.0,-509.47015619109345
576,38.568294793367386,0.0,-269.3704858440256
577,34.908467017412185,0.0,-614.9303495602347
578,31.204531440734865,0.0,-385.3542192750048
579,29.553555493354796,0.0,-392.9148239097129
580,32.401196370124815,0.0,-386.8940743054512
581,34.088268921375274,0.0,-263.4034811939561
582,35.096203243732454,0.0,-388.2265139191405
583,32.07738084077835,0.0,-392.5610226772594
584,37.09122443318367,0.0,-398.31139343312304
585,37.33575796484947,0.0,-548.5949298944702
586,34.552044738531116,0.0,-389.37702578195547
587,37.448280441761014,0.0,-506.47498967122254
588,33.08371173977852,0.0,-387.40954141173904
589,32.38204005002976,0.0,-508.0624869282689
590,31.63321469783783,0.0,-264.88379001827485
591,34.11255859732628,0.0,-518.6746488122867
592,31.003010132312774,0.0,-518.94363871061
593,31.641064046025278,0.0,-389.1421447450315
594,31.043089431524276,0.0,-270.4241416508803
595,34.704513142108915,0.0,-448.61529433053124
596,37.55763951897621,0.0,-495.2332007892152
597,34.31485319018364,0.0,-609.6544666028078
598,33.42713256478309,0.0,-394.18733439806584
599,33.981719685792925,0.0,-264.4156858154041
600,30.15366091489792,0.0,-494.23115568843997
601,29.691377589702608,0.0,-271.1773528226958
602,28.461897473335267,0.0,-493.69606172279435
603,34.09695958375931,0.0,-614.924145870282
604,34.30122446060181,0.0,-497.13612902786826
605,31.28913320064545,0.0,-375.0309368375065
606,34.69769980192184,0.0,-267.1218423858184
607,27.33522300839424,0.0,-505.8290607313527
608,31.80546983718872,0.0,-498.9211279855019
