,critic,actor,cum_rewards,tau,theta
0,8.091048908233642,-0.05043506719172001,-1187.6550672188077,0.01,0.0
1,21.703923053741455,0.3996545064833481,-1491.7603341144613,0.01,0.0
2,22.273971328735353,1.7921031802892684,-1445.3218560830337,0.01,0.0
3,18.312871265411378,4.611365507841111,-1499.5964902169749,0.01,0.0
4,13.995624694824219,8.428430516719818,-1105.0714651069968,0.01,0.0
5,11.356124038696288,12.241942496299744,-1537.2136499095895,0.01,0.0
6,10.070384767055511,16.024325008392335,-1501.9351475873887,0.01,0.0
7,9.978314027786254,20.293749828338623,-1456.4650528993122,0.01,0.0
8,9.96580192565918,24.471241893768312,-1521.5895808434175,0.01,0.0
9,10.284355823993684,29.58641604423523,-1522.129938181855,0.01,0.0
10,10.668992245197296,35.00031176567077,-1495.5264598324957,0.01,0.0
11,10.81585001707077,41.049431800842285,-1273.2459756691205,0.01,0.0
12,13.520412340164185,47.828146648406985,-1034.3907314449616,0.01,0.0
13,15.083158042430878,54.7166685295105,-1164.674829030473,0.01,0.0
14,18.691267213821412,61.275802764892575,-1008.0251239089175,0.01,0.0
15,23.95715144634247,68.97257219314575,-1239.6840566825722,0.01,0.0
16,29.83328217983246,75.79841293334961,-1046.7318899065963,0.01,0.0
17,35.7910135269165,81.76144451141357,-1230.2084971024915,0.01,0.0
18,42.576425638198856,90.09985599517822,-1342.1756045334237,0.01,0.0
19,51.20944432258606,97.8845257949829,-1407.3174715470313,0.01,0.0
20,54.817202920913694,104.80590637207031,-1216.8507455302868,0.01,0.0
21,61.80965417861938,111.54195941925049,-1331.792805522569,0.01,0.0
22,79.44573609352112,118.86141117095947,-1448.4369262794569,0.01,0.0
23,91.2222003364563,125.31174903869629,-1581.2066570378097,0.01,0.0
24,96.01833295822144,132.56015079498292,-1457.6606958937093,0.01,0.0
25,108.75953939437866,138.4342866897583,-1172.6780738340212,0.01,0.0
26,111.33200099945068,144.92003074645996,-1596.791327121745,0.01,0.0
27,115.11172943115234,151.09922073364257,-1567.28337531668,0.01,0.0
28,139.99455322265624,156.02041862487792,-1212.799238460587,0.01,0.0
29,144.80681955337525,161.40744987487793,-1526.2984450485026,0.01,0.0
30,134.38809692382813,165.1714545440674,-1303.3537539137483,0.01,0.0
31,163.25782056808472,169.3907578277588,-1132.4199343418468,0.01,0.0
32,155.91741439819336,172.51738357543945,-1203.3144591860043,0.01,0.0
33,161.75435493469237,174.2748133087158,-1436.8713032156106,0.01,0.0
34,170.7003419303894,175.8605805206299,-1492.0309696948998,0.01,0.0
35,172.12032487869263,177.60330307006836,-1365.9173594151282,0.01,0.0
36,163.8959814453125,180.08227432250976,-1310.7132470913468,0.01,0.0
37,173.02612211227418,181.22773010253906,-1239.9062394330122,0.01,0.0
38,179.94248767852784,181.76012565612794,-1542.783395575247,0.01,0.0
39,182.2030599784851,181.17261627197266,-930.4357369240729,0.01,0.0
40,179.41063415527344,182.32910827636718,-910.3025932652556,0.01,0.0
