,critic,actor,cum_rewards,tau,theta
0,7.508529253005982,-0.05664475116878748,-934.548738159611,0.01,1.0
1,22.485240859985353,0.1633121219102759,-1690.098186901172,0.01,1.0
2,27.425724477767943,0.7690000385046005,-1688.0424449524648,0.01,1.0
3,25.828002376556398,1.8115297782421111,-1577.408522124258,0.01,1.0
4,22.057380962371827,3.855339345932007,-1359.4322761951748,0.01,1.0
5,20.094671697616576,6.450004467964172,-1820.141720129845,0.01,1.0
6,18.064558634757997,9.607751350402832,-1814.8641419348498,0.01,1.0
7,15.52364462852478,14.158480677604675,-1302.9739396407786,0.01,1.0
8,13.393435425758362,20.717860689163206,-1491.4550116799987,0.01,1.0
9,12.838847599029542,27.195107049942017,-1781.7575977823535,0.01,1.0
10,13.017909026145935,33.77623655319214,-1606.741903680725,0.01,1.0
11,12.777410831451416,41.3811190032959,-1681.0087969775004,0.01,1.0
12,15.504607224464417,49.13549983978272,-1777.0431081533943,0.01,1.0
13,16.948423914909363,57.14498529434204,-1722.8985166578807,0.01,1.0
14,19.848819823265075,65.98270349502563,-1705.7872741425354,0.01,1.0
15,24.408938541412354,74.94903976440429,-1675.6413572107926,0.01,1.0
16,28.627464292049407,83.71959171295165,-1775.1592333715919,0.01,1.0
17,33.477556681633,92.97247364044189,-1624.3925250615127,0.01,1.0
18,35.01523010969162,102.76559635162353,-1538.8541865177565,0.01,1.0
19,42.70151252985001,112.19764011383057,-1571.8093658250123,0.01,1.0
20,44.11206245899201,121.14377864837647,-1645.2439333049363,0.01,1.0
21,51.247281985282896,130.29255592346192,-1629.9001047102586,0.01,1.0
22,65.87738087177277,139.14751808166503,-1496.3803347790908,0.01,1.0
23,74.01872642040253,148.77379188537597,-1595.203255175969,0.01,1.0
24,82.7791043329239,158.3465111541748,-1595.3356437153016,0.01,1.0
25,96.89467647075654,167.45106163024903,-1655.6934190082857,0.01,1.0
26,112.05410225868225,177.62382759094237,-1579.6424354340668,0.01,1.0
27,119.66884854316712,186.12420486450196,-1604.595059112206,0.01,1.0
28,146.81095439910888,194.45329429626466,-1629.0454822168276,0.01,1.0
29,156.31965481758118,201.72325454711915,-1564.6957087124908,0.01,1.0
30,160.9310115814209,208.18754737854005,-1522.933641807845,0.01,1.0
