,critic,actor,cum_rewards,tau,theta
0,13.635425186157226,0.009834491491201334,-1745.420759036153,1.0,1.0
1,39.59179428100586,0.35852502945810555,-1842.277307432701,1.0,1.0
2,40.29599267959595,2.270732575953007,-1679.2998403932665,1.0,1.0
3,37.52595682144165,7.502217619419098,-1542.5011407343372,1.0,1.0
4,31.938964109420777,13.352578997612,-1174.103828617282,1.0,1.0
5,28.342313642501832,20.350640091896057,-1418.1325876425803,1.0,1.0
6,25.922339334487916,27.058397521972655,-1540.6643470897648,1.0,1.0
7,27.50587516784668,33.56879446983337,-1711.8769094062177,1.0,1.0
8,29.221999702453612,40.925292320251465,-1540.4566658458107,1.0,1.0
9,32.222247467041015,48.98216247558594,-1316.5140406630783,1.0,1.0
10,36.785689430236815,58.7243155670166,-1595.747059777596,1.0,1.0
11,41.250981941223145,70.07047897338867,-1771.2328904010612,1.0,1.0
12,52.76304659843445,83.46451259613038,-1736.2834668421772,1.0,1.0
13,59.525130672454836,98.58754512786865,-1645.9108920752756,1.0,1.0
14,70.93237424850464,116.22123058319092,-1617.2026065638033,1.0,1.0
15,97.92010450363159,133.21719234466553,-1566.7494643473865,1.0,1.0
16,117.75362882614135,151.93082763671876,-974.8563456023707,1.0,1.0
17,146.93753828048705,171.6808041381836,-971.0562187270248,1.0,1.0
18,156.1190299987793,189.64514373779298,-1343.6082969070694,1.0,1.0
19,192.33211883544922,206.01706245422363,-838.7515759898239,1.0,1.0
20,195.61153881072997,220.91226654052736,-1073.161843938966,1.0,1.0
21,225.70156867980958,235.04313941955567,-1226.8448960586975,1.0,1.0
22,289.11127716064453,246.27824699401856,-962.1140809790006,1.0,1.0
23,286.0664935684204,252.9699806213379,-1010.3303827801724,1.0,1.0
24,311.8995838165283,259.56446395874025,-1313.5530229230171,1.0,1.0
25,364.49310791015625,262.03988105773925,-1257.272181227581,1.0,1.0
26,347.90693466186525,262.2356594848633,-1494.1452432171177,1.0,1.0
27,337.0520351409912,264.1995726776123,-1110.0032402719617,1.0,1.0
28,375.36501873016357,268.99311935424805,-1495.0358347211704,1.0,1.0
29,348.32199253082274,271.0541098022461,-1414.2578246523826,1.0,1.0
30,382.3946007156372,277.84438430786133,-1352.5008639418716,1.0,1.0
31,447.7825825500488,284.26818923950196,-1605.514325089951,1.0,1.0
32,413.3552158355713,290.3165644836426,-1487.6430950224515,1.0,1.0
33,486.66861190795896,295.2178448486328,-1500.8238384696438,1.0,1.0
34,548.4961289215088,301.5202311706543,-1628.3489315625939,1.0,1.0
35,565.8217047119141,303.4464878845215,-1495.5469505489616,1.0,1.0
36,509.5350180053711,307.8140756225586,-1472.2467459930917,1.0,1.0
37,578.3333984375,308.8645947265625,-1362.5646148635856,1.0,1.0
38,635.3670571136474,306.347029876709,-1448.3732461153018,1.0,1.0
39,588.7009966278076,306.390926361084,-1659.4628639089528,1.0,1.0
40,601.9342777252198,307.4303532409668,-1502.9676799605863,1.0,1.0
41,547.6193936920166,305.09497802734376,-1427.3151908670093,1.0,1.0
42,489.5889324951172,307.0752149963379,-1320.973694649601,1.0,1.0
43,596.6418283081055,307.3659794616699,-1236.8605894044,1.0,1.0
44,481.49097007751465,307.29780685424805,-1580.0651089709045,1.0,1.0
45,509.9218759918213,309.21674896240233,-1231.9910890851556,1.0,1.0
46,507.5555645751953,308.2245916748047,-1503.4349852829152,1.0,1.0
47,471.231598701477,305.3672396850586,-1477.903759204482,1.0,1.0
48,484.58118312835694,303.7714976501465,-1495.3622331098168,1.0,1.0
49,451.40145698547366,304.5495166015625,-1459.966996756401,1.0,1.0
50,477.85636535644534,306.99321762084963,-1472.7400443283336,1.0,1.0
51,440.5835269165039,307.35621017456054,-1455.462731373747,1.0,1.0
52,432.9355891036987,307.1937718200684,-1568.3411884342208,1.0,1.0
53,445.7224976730347,308.0596478271484,-1517.5985570261098,1.0,1.0
54,442.0456925582886,306.38644912719724,-1407.3823418851985,1.0,1.0
55,396.6885392379761,305.20074935913084,-1367.8639441206515,1.0,1.0
56,391.03136924743654,305.23726211547853,-1057.7512362572597,1.0,1.0
57,421.8655319595337,304.9873091125488,-1422.4333572311432,1.0,1.0
58,339.10519233703616,304.74168228149415,-1422.699940128643,1.0,1.0
59,439.28949867248537,305.26771942138674,-1627.390062497673,1.0,1.0
60,402.5277572250366,302.53826553344726,-1468.9505308970465,1.0,1.0
61,334.80869667053224,301.84045486450196,-1513.7600931229301,1.0,1.0
62,407.1519666481018,299.0660258483887,-1482.6203983363523,1.0,1.0
63,359.2454099845886,296.82122787475583,-1462.5969347796606,1.0,1.0
64,335.2176949310303,297.21936279296875,-1443.9766225360163,1.0,1.0
65,315.4877575111389,293.6262113952637,-1517.7970106634164,1.0,1.0
66,296.57802537918093,294.0583169555664,-1610.7980224668963,1.0,1.0
67,306.5454360294342,291.8158186340332,-1492.4666689683247,1.0,1.0
68,264.8730934524536,290.07868759155275,-1172.735719928811,1.0,1.0
69,295.1078138923645,287.1232800292969,-1625.1878431398904,1.0,1.0
70,293.5830942821503,285.5790704345703,-1511.5644578045808,1.0,1.0
71,287.2072508907318,280.85278213500976,-1409.333875096809,1.0,1.0
72,259.1022765636444,281.60714080810544,-1603.6031399420522,1.0,1.0
73,243.48156350135804,282.09046188354495,-1598.1592582757291,1.0,1.0
74,235.50756728172303,283.1173210144043,-1553.7624444399657,1.0,1.0
75,222.87641098022462,283.9149249267578,-1570.859580744815,1.0,1.0
76,208.57203395843507,286.45591751098635,-1554.661747748367,1.0,1.0
77,217.60264795780182,288.56236404418945,-1588.8810823040726,1.0,1.0
78,242.30684538841248,291.0391516113281,-1538.499561437633,1.0,1.0
79,209.11412357330323,293.4046841430664,-1468.6828129960115,1.0,1.0
80,223.67214028835298,296.8791261291504,-1453.7524195741394,1.0,1.0
81,246.64987895011902,298.59690734863284,-1517.4307194662654,1.0,1.0
82,229.14957091331482,299.92698455810546,-1485.2851170777974,1.0,1.0
83,240.72840472698212,304.5524444580078,-1552.052818696604,1.0,1.0
84,276.93095796108247,307.21958267211915,-1518.3540526267766,1.0,1.0
85,261.933353266716,308.6750100708008,-1409.9178947960493,1.0,1.0
86,285.55806256771086,310.3492417907715,-1536.7074449684742,1.0,1.0
87,271.20770392894747,315.2314889526367,-1530.909264622791,1.0,1.0
88,319.94240262031553,318.3888330078125,-1570.4169736930721,1.0,1.0
89,214.83907547473908,326.49591598510744,-1551.805899934153,1.0,1.0
90,283.80343852043154,334.3017987060547,-1563.863272619768,1.0,1.0
91,282.67045006752016,340.7031773376465,-1751.3430059205311,1.0,1.0
92,301.6667448616028,348.82746383666995,-1509.5123068938901,1.0,1.0
93,284.2726839160919,354.5155528259277,-1548.699704281137,1.0,1.0
94,383.2655521774292,358.28564514160155,-1499.9424603215543,1.0,1.0
95,302.583023314476,362.99333251953124,-1425.555293084507,1.0,1.0
96,335.6172789049149,367.89048904418945,-1067.4877326581545,1.0,1.0
97,422.98044471263887,370.70802291870115,-1878.6911215784266,1.0,1.0
98,354.342090382576,370.0772647094727,-1315.1530636466496,1.0,1.0
99,366.4521629524231,374.61013885498045,-1086.4703639202357,1.0,1.0
100,392.13715224266053,376.02206756591795,-1034.0182311663975,1.0,1.0
101,356.34657350540164,379.6274119567871,-1054.055025862101,1.0,1.0
102,350.7094538640976,381.2474040222168,-830.7841254991145,1.0,1.0
103,418.03660667419433,380.4272108459473,-1510.1319457198292,1.0,1.0
104,415.19235617160797,378.792347869873,-1802.484515000723,1.0,1.0
105,376.44355244636535,378.66526916503904,-913.9154211478135,1.0,1.0
106,394.4806536436081,380.1677801513672,-900.6384965610973,1.0,1.0
107,466.9436763143539,379.4546374511719,-690.5342124375393,1.0,1.0
108,405.39647614479065,375.91738052368163,-772.6529674113299,1.0,1.0
